Date,close,high,low,open,volume,ma_7,ma_14,ma_30,ma_50,ema_12,ema_26,rsi_14,macd,macd_signal,macd_histogram,bb_middle,bb_std,bb_upper,bb_lower,bb_width,atr_14,price_change,price_change_7,price_change_30,volume_ma_7,volume_ratio,close_lag_1,volume_lag_1,close_lag_2,volume_lag_2,close_lag_3,volume_lag_3,close_lag_7,volume_lag_7,close_lag_14,volume_lag_14,target,target_direction
2024-06-11,67332.03125,69549.4140625,66123.6015625,69508.078125,37116136345,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,67332.03125,67332.03125,16.218676207834648,0.0,0.0,0.0,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,0.013502581655740586,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,68241.1875,1
2024-06-12,68241.1875,69977.890625,66902.453125,67321.375,34497940694,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,67471.90144230769,67399.3761574074,16.218676207834648,72.52528490028635,14.50505698005727,58.02022792022908,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,0.013502581655740586,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,66756.3984375,0
2024-06-13,66756.3984375,68365.78125,66304.5625,68243.1015625,28955204146,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,67361.82405695265,67351.748178155,16.218676207834648,10.075878797651967,13.61922134357621,-3.5433425459242436,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,-0.021757960505889518,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,68241.1875,34497940694.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,66011.09375,0
2024-06-14,66011.09375,67294.6484375,65056.89453125,66747.5703125,27403884779,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,67154.01939434455,67252.44044273612,16.218676207834648,-98.42104839156673,-8.788832603452379,-89.63221578811435,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,-0.011164543099157487,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,66756.3984375,28955204146.0,68241.1875,34497940694.0,67332.03125,37116136345.0,67332.03125,37116136345.0,67332.03125,37116136345.0,66191.0,1
2024-06-15,66191.0,66402.1875,65871.7734375,66006.7421875,14121265576,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,67005.86256444539,67173.81522475567,16.218676207834648,-167.95266031028586,-40.621598144819075,-127.33106216546679,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,0.0027253941690672523,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,66011.09375,27403884779.0,66756.3984375,28955204146.0,68241.1875,34497940694.0,67332.03125,37116136345.0,67332.03125,37116136345.0,66639.046875,1
2024-06-16,66639.046875,66894.84375,66018.25,66189.359375,13281140541,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,66949.42938145378,67134.20275440339,16.218676207834648,-184.77337294961035,-69.45195310577733,-115.32141984383301,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,0.006768999939568809,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,66191.0,14121265576.0,66011.09375,27403884779.0,66756.3984375,28955204146.0,67332.03125,37116136345.0,67332.03125,37116136345.0,66490.296875,0
2024-06-17,66490.296875,67188.3203125,65094.96484375,66636.515625,30006354476,66808.72209821429,65314.12444196428,62260.29114583333,63296.516484375,66878.79361123012,67086.50602259573,16.218676207834648,-207.71241136560275,-97.10404475774243,-110.60836660786032,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,-0.0022321747830370553,-0.03254446829494695,-0.14832639090328947,26483132365.285713,1.1330364573992975,66639.046875,13281140541.0,66191.0,14121265576.0,66011.09375,27403884779.0,67332.03125,37116136345.0,67332.03125,37116136345.0,65140.74609375,0
2024-06-18,65140.74609375,66556.703125,64066.95703125,66490.9765625,39481285950,66495.68136160714,65314.12444196428,62260.29114583333,63296.516484375,66611.40168546395,66942.37565749604,16.218676207834648,-330.973972032094,-143.87803021261277,-187.09594181948125,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,-0.02029695827328193,-0.03254446829494695,-0.14832639090328947,26821010880.285713,1.472028258972893,66490.296875,30006354476.0,66639.046875,13281140541.0,66191.0,14121265576.0,67332.03125,37116136345.0,67332.03125,37116136345.0,64960.296875,0
2024-06-19,64960.296875,65695.3515625,64693.30078125,65146.66015625,21103423504,66026.98270089286,65314.12444196428,62260.29114583333,63296.516484375,66357.38556077718,66795.55500694078,16.218676207834648,-438.1694461635925,-202.73631340280872,-235.4331327607838,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,-0.0027701435671353414,-0.04807786536539971,-0.14832639090328947,24907508424.57143,0.8472715594138402,65140.74609375,39481285950.0,66490.296875,30006354476.0,66639.046875,13281140541.0,68241.1875,34497940694.0,67332.03125,37116136345.0,64828.65625,0
2024-06-20,64828.65625,66438.9609375,64547.84765625,64960.296875,25641109124,65751.59095982143,65314.12444196428,62260.29114583333,63296.516484375,66122.19643604223,66649.85880272294,16.218676207834648,-527.6623666807136,-267.7215240583897,-259.9408426223239,64125.2134765625,2529.8072949128427,69184.82806638819,59065.598886736814,0.15780421820115906,1989.970982142857,-0.00202647819256907,-0.028877264691036797,-0.14832639090328947,24434066278.57143,1.0493999988240656,64960.296875,21103423504.0,65140.74609375,39481285950.0,66490.296875,30006354476.0,66756.3984375,28955204146.0,67332.03125,37116136345.0,64096.19921875,0
